Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term (months),Default_Status (Yes/No)
CUST_3780,36,957600,727551,620,60,No
CUST_3781,37,700827,1262740,358,12,Yes
CUST_3782,60,1432676,139407,657,24,No
CUST_3783,48,207265,1304905,550,60,Yes
CUST_3784,32,1009195,547165,735,60,No
CUST_3785,47,1455300,887529,445,60,Yes
CUST_3786,62,215733,997783,651,60,Yes
CUST_3787,50,1098628,513238,544,48,Yes
CUST_3788,61,1863902,609486,600,60,No
CUST_3789,54,499564,1323871,737,48,Yes
CUST_3790,57,1226281,1085702,399,48,No
CUST_3791,26,864607,1046196,779,12,No
CUST_3792,27,658365,1028536,714,24,No
CUST_3793,52,1269634,1100595,464,48,Yes
CUST_3794,52,446301,655743,601,36,Yes
CUST_3795,45,1545649,790599,420,48,Yes
CUST_3796,53,1201675,199776,387,36,Yes
CUST_3797,27,362434,1247678,516,12,No
CUST_3798,32,810777,439027,478,36,No
CUST_3799,36,1857528,905877,462,12,Yes
CUST_3800,36,1951292,909983,469,12,Yes
CUST_3801,63,277597,53420,600,12,No
CUST_3802,56,1245384,896307,673,36,Yes
CUST_3803,33,278209,228725,502,36,Yes
CUST_3804,27,1441517,591028,346,12,No
CUST_3805,56,1924995,1425983,762,12,No
CUST_3806,29,824152,1063368,707,24,No
CUST_3807,52,348620,1032063,493,12,No
CUST_3808,31,1656870,593753,726,60,No
CUST_3809,28,1647211,494648,616,24,Yes
CUST_3810,53,366562,584940,778,24,No
CUST_3811,43,407158,508189,720,24,No
CUST_3812,45,839446,359815,568,60,Yes
CUST_3813,28,1176264,1343865,780,24,No
CUST_3814,65,1250044,139342,562,24,No
CUST_3815,42,486453,1379891,725,36,No
CUST_3816,24,1207787,1315777,465,36,Yes
CUST_3817,60,1320831,1358396,727,12,No
CUST_3818,23,1068331,1285340,696,12,No
CUST_3819,49,1801582,108541,515,48,Yes
CUST_3820,61,425409,59470,406,60,Yes
CUST_3821,49,439967,1082657,397,36,Yes
CUST_3822,54,893201,618596,781,12,No
CUST_3823,54,1191052,185669,798,60,No
CUST_3824,48,938925,211860,529,24,No
CUST_3825,33,1164164,1032524,556,60,Yes
CUST_3826,35,568697,1148053,342,36,No
CUST_3827,43,1036713,682549,541,48,Yes
CUST_3828,64,575595,676754,394,36,Yes
CUST_3829,46,1495689,345215,487,12,No
CUST_3830,24,1645687,513819,684,12,No
CUST_3831,46,782314,120560,699,60,Yes
CUST_3832,60,1815832,829680,805,36,No
CUST_3833,29,1944033,1437482,466,12,Yes
CUST_3834,25,608548,1265047,424,24,No
CUST_3835,52,345693,564295,386,24,No
CUST_3836,40,1849734,1342989,788,48,No
CUST_3837,31,1791038,1287087,525,60,No
CUST_3838,35,1110789,1470683,644,12,No
CUST_3839,52,1085621,1327205,817,48,No
CUST_3840,48,764790,836960,330,24,Yes
CUST_3841,42,498818,1207382,595,48,No
CUST_3842,61,761548,1259962,713,48,No
CUST_3843,37,1160002,677267,434,12,No
CUST_3844,46,1971545,985551,824,12,Yes
CUST_3845,64,904824,1133685,303,12,No
CUST_3846,27,796093,1408218,477,60,No
CUST_3847,62,395991,1416528,558,48,No
CUST_3848,46,385541,786152,364,48,No
CUST_3849,45,217194,425987,662,60,No
CUST_3850,30,882171,556775,316,24,Yes
CUST_3851,65,1058809,1435140,499,36,Yes
CUST_3852,39,1903728,1468167,843,24,No
CUST_3853,31,1767529,514702,511,60,Yes
CUST_3854,33,768011,1165472,734,48,No
CUST_3855,28,1479984,1202007,572,48,Yes
CUST_3856,60,668451,465162,589,12,No
CUST_3857,24,1490689,1303914,782,12,No
CUST_3858,51,1324874,858593,533,48,Yes
CUST_3859,48,783526,77738,707,48,Yes
CUST_3860,31,459425,107153,445,12,Yes
CUST_3861,63,1878297,111009,729,12,No
CUST_3862,21,710609,935978,731,24,Yes
CUST_3863,58,1355668,534469,844,48,No
CUST_3864,44,1512867,1416991,796,48,No
CUST_3865,51,1478567,846229,388,60,Yes
CUST_3866,61,500589,1446850,710,24,No
CUST_3867,46,909163,121942,540,36,Yes
CUST_3868,25,1440756,168065,522,36,No
CUST_3869,40,830458,1374685,767,36,No
CUST_3870,61,547761,1374453,621,12,No
CUST_3871,31,413482,496439,674,36,Yes
CUST_3872,53,1039934,1487902,411,60,Yes
CUST_3873,58,1889980,732286,826,12,No
CUST_3874,47,1024187,734143,711,12,No
CUST_3875,54,1912669,657648,568,36,Yes
CUST_3876,35,995911,1266042,551,12,Yes
CUST_3877,52,799649,1469098,673,24,Yes
CUST_3878,41,1925240,770156,749,24,No
CUST_3879,25,628910,340431,836,36,Yes
CUST_3880,26,1372808,1180680,667,60,No
CUST_3881,58,281171,1447636,554,12,Yes
CUST_3882,42,576295,282321,762,48,Yes
CUST_3883,38,286296,187837,567,36,No
CUST_3884,34,1389138,494842,425,12,No
CUST_3885,30,352324,794067,692,36,Yes
CUST_3886,33,698506,191879,633,36,No
CUST_3887,51,862222,60204,667,60,No
CUST_3888,50,441535,763304,755,48,No
CUST_3889,23,1580679,152903,366,12,Yes
CUST_3890,50,1652242,465874,365,36,No
CUST_3891,26,1566742,873513,699,36,Yes
CUST_3892,49,983258,830975,586,12,Yes
CUST_3893,28,1420575,915754,485,36,Yes
CUST_3894,64,955737,624592,583,36,No
CUST_3895,65,1205594,1419268,815,36,No
CUST_3896,63,1560573,1078341,536,24,No
CUST_3897,64,1280402,1459167,317,24,No
CUST_3898,53,1961201,386239,713,48,No
CUST_3899,37,796649,1190170,308,60,No
CUST_3900,31,440028,400425,719,12,No
CUST_3901,33,1588710,875177,328,60,No
CUST_3902,31,1600507,552939,647,60,Yes
CUST_3903,51,1465832,1272196,749,24,No
CUST_3904,48,240736,191753,679,48,No
CUST_3905,64,1535250,188056,665,60,No
CUST_3906,26,409124,208651,526,60,No
CUST_3907,61,1426706,284347,417,36,No
CUST_3908,36,830368,736841,711,12,No
CUST_3909,24,667310,1099520,655,48,No
CUST_3910,55,1584975,668281,553,12,Yes
CUST_3911,46,860246,321258,842,24,Yes
CUST_3912,32,588742,876278,743,60,No
CUST_3913,31,424793,789026,380,60,Yes
CUST_3914,57,842911,1307496,345,12,Yes
CUST_3915,45,1548107,1355381,348,24,Yes
CUST_3916,38,876935,1393316,748,36,No
CUST_3917,39,1885124,678375,706,36,No
CUST_3918,43,1226153,1042791,582,60,No
CUST_3919,58,632859,843339,772,60,No
CUST_3920,38,1702148,305035,715,48,No
CUST_3921,46,601072,1257762,420,12,Yes
CUST_3922,26,631385,396990,302,60,No
CUST_3923,24,891150,855428,615,24,No
CUST_3924,64,1541708,1497839,759,12,No
CUST_3925,49,1751771,1389487,526,48,Yes
CUST_3926,54,1587168,1377067,378,36,Yes
CUST_3927,37,1156010,152063,843,48,No
CUST_3928,63,1624150,420729,370,12,Yes
CUST_3929,63,943264,1166014,496,36,Yes
CUST_3930,36,660522,1194935,357,24,Yes
CUST_3931,22,865329,473756,723,36,No
CUST_3932,54,474548,704539,768,36,No
CUST_3933,28,1650781,506985,347,24,No
CUST_3934,33,658521,746203,734,60,No
CUST_3935,62,1677775,77690,484,60,No
CUST_3936,28,370534,577282,464,36,Yes
CUST_3937,50,481504,1202109,630,36,No
CUST_3938,52,1072089,1166122,629,48,No
CUST_3939,56,619503,1499169,420,60,No
CUST_3940,50,396544,390716,512,24,Yes
CUST_3941,21,1495088,600755,806,36,Yes
CUST_3942,63,1282736,820878,467,36,No
CUST_3943,59,1517509,705408,845,48,No
CUST_3944,37,358253,218050,726,48,Yes
CUST_3945,40,869745,563672,520,48,No
CUST_3946,44,1314217,1049078,309,12,Yes
CUST_3947,42,1859537,929577,419,24,No
CUST_3948,49,1479898,754582,546,12,No
CUST_3949,42,467688,622403,659,36,No
CUST_3950,64,971143,926038,520,48,Yes
CUST_3951,29,606491,1153183,805,48,No
CUST_3952,57,787536,1120572,357,48,Yes
CUST_3953,30,496694,1022425,759,60,No
CUST_3954,56,1115356,1182273,427,24,Yes
CUST_3955,57,1661433,1406742,385,12,Yes
CUST_3956,48,1451397,876580,403,24,Yes
CUST_3957,48,980237,402868,442,48,Yes
CUST_3958,62,1526325,289190,504,36,Yes
CUST_3959,63,696389,58888,337,60,No
CUST_3960,41,250713,485413,662,24,No
CUST_3961,44,1662182,1051830,608,36,Yes
CUST_3962,62,1586123,1320008,351,48,Yes
CUST_3963,60,1044898,411085,300,48,No
CUST_3964,22,1776845,329477,310,48,Yes
CUST_3965,28,1188722,551616,513,48,No
CUST_3966,47,1629958,610643,817,60,No
CUST_3967,42,295335,280487,714,60,No
CUST_3968,57,307441,703974,307,24,Yes
CUST_3969,47,1265560,517119,304,48,No
CUST_3970,49,1898444,1033762,661,60,No
CUST_3971,23,1097748,823890,411,36,No
CUST_3972,64,615976,299434,572,60,Yes
CUST_3973,33,856884,939602,721,60,No
CUST_3974,65,842742,1436395,564,24,No
CUST_3975,30,1297978,1279502,757,60,No
CUST_3976,56,291656,641952,511,36,Yes
CUST_3977,29,265614,550638,377,48,No
CUST_3978,47,366963,660441,520,12,Yes
CUST_3979,54,553153,1354925,668,24,No
CUST_3980,21,633048,1000128,646,36,Yes
CUST_3981,52,1556556,621284,324,24,Yes
CUST_3982,45,1187938,359091,719,48,No
CUST_3983,49,983077,471172,653,60,Yes
CUST_3984,27,1136066,501813,716,60,No
CUST_3985,23,1182014,702632,814,36,No
CUST_3986,40,1903913,279685,514,48,Yes
CUST_3987,40,1062839,377608,411,12,No
CUST_3988,50,994042,185024,727,12,No
CUST_3989,55,1882245,1024384,515,60,Yes
CUST_3990,55,1734710,233273,712,48,No
CUST_3991,59,1264367,694742,679,48,Yes
CUST_3992,47,1306623,174444,531,36,Yes
CUST_3993,46,1742640,424319,557,12,Yes
CUST_3994,34,434898,354604,555,36,No
CUST_3995,37,661122,1252444,702,24,Yes
CUST_3996,38,875025,212818,723,48,No
CUST_3997,65,270246,530001,364,12,Yes
CUST_3998,49,1445512,1098591,489,36,Yes
CUST_3999,40,1483531,1255605,472,60,No
CUST_4000,47,548292,655829,526,24,No
CUST_4001,38,770178,1483414,687,36,Yes
CUST_4002,24,1648586,212948,700,60,No
CUST_4003,21,1805752,766087,512,12,Yes
CUST_4004,21,1386397,1145622,352,12,Yes
CUST_4005,46,770819,1108335,438,24,Yes
CUST_4006,65,1007040,1278080,717,60,No
CUST_4007,40,543130,1367132,442,48,Yes
CUST_4008,43,1237886,332648,808,12,No
CUST_4009,30,546140,1469220,785,48,No
CUST_4010,31,1828881,320651,736,48,No
CUST_4011,61,1745739,1119626,842,36,No
CUST_4012,61,257676,448036,592,36,No
CUST_4013,25,1784424,536383,583,12,Yes
CUST_4014,21,1696193,1198729,313,48,Yes
CUST_4015,37,1299044,281329,571,36,Yes
CUST_4016,42,1233388,626209,324,60,No
CUST_4017,54,887823,1089786,621,60,No
CUST_4018,65,1149167,187912,402,60,No
CUST_4019,61,1186210,546586,339,60,No
CUST_4020,49,651989,605728,534,48,Yes
CUST_4021,24,1019555,688803,388,60,No
CUST_4022,25,1867210,1483903,399,48,No
CUST_4023,31,865078,378443,443,12,No
CUST_4024,41,1244281,1059589,381,12,No
CUST_4025,55,917997,1137599,528,60,No
CUST_4026,32,1179874,1279677,694,60,No
CUST_4027,46,247599,352085,812,60,No
CUST_4028,39,348469,958109,496,12,No
CUST_4029,65,440270,792319,573,36,No
CUST_4030,27,1293982,126054,671,12,No
CUST_4031,27,1316136,1426083,379,60,Yes
CUST_4032,46,716394,551772,534,36,No
CUST_4033,60,1877007,636030,586,36,No
CUST_4034,25,720112,1091963,844,24,No
CUST_4035,41,1393151,619503,736,48,No
CUST_4036,34,1303519,1092585,426,60,No
CUST_4037,24,1324415,209245,716,48,No
CUST_4038,43,806962,896200,340,24,No
CUST_4039,62,749633,1340019,768,48,No
CUST_4040,40,1498071,1202167,596,60,No
CUST_4041,35,1298966,1347621,341,24,Yes
CUST_4042,65,1998977,112583,578,48,Yes
CUST_4043,49,521701,305931,758,12,No
CUST_4044,28,1182558,1258572,332,36,Yes
CUST_4045,61,1250482,1390824,575,24,No
CUST_4046,39,1157671,814948,389,12,No
CUST_4047,59,732249,874026,823,60,No
CUST_4048,48,1405788,315808,459,36,Yes
CUST_4049,47,1105721,771393,757,24,No
CUST_4050,24,389773,504377,698,36,No
CUST_4051,35,1588287,778537,390,24,No
CUST_4052,55,542808,702692,765,24,No
CUST_4053,57,1329775,1300240,519,48,Yes
CUST_4054,21,299764,1393619,718,36,No
CUST_4055,23,1370933,907411,678,36,No
CUST_4056,44,1591449,591529,746,12,No
CUST_4057,47,621777,882643,445,60,Yes
CUST_4058,60,512712,255320,532,12,No
CUST_4059,56,1095781,1041261,670,48,No
CUST_4060,54,1059734,81346,533,24,No
CUST_4061,49,1212884,416595,666,48,No
CUST_4062,44,1867832,782484,780,48,No
CUST_4063,44,360576,1247590,662,12,No
CUST_4064,62,1813161,872805,810,24,No
CUST_4065,24,810682,946445,394,60,No
CUST_4066,23,1113605,1100592,515,48,Yes
CUST_4067,54,1112374,1013813,842,60,No
CUST_4068,43,1710399,581562,434,24,Yes
CUST_4069,43,216939,1075743,382,24,Yes
CUST_4070,65,643931,65748,690,12,Yes
CUST_4071,25,506604,919440,346,36,Yes
CUST_4072,51,399294,703576,691,12,No
CUST_4073,61,1130170,477345,684,60,No
CUST_4074,26,262119,1299657,680,12,No
CUST_4075,57,890681,466706,376,24,Yes
CUST_4076,30,1392834,942055,558,48,No
CUST_4077,60,1658251,222507,698,36,No
CUST_4078,27,1203750,570140,399,24,Yes
CUST_4079,59,1467403,273023,800,48,No
CUST_4080,58,1515777,1443826,682,60,Yes
CUST_4081,41,1178167,987302,491,60,No
CUST_4082,40,349805,1415358,644,60,Yes
CUST_4083,23,350685,1167648,309,12,Yes
CUST_4084,42,1881476,1165885,563,60,Yes
CUST_4085,24,577224,1259542,567,60,Yes
CUST_4086,48,679498,551775,494,12,Yes
CUST_4087,32,1384836,1485444,706,48,No
CUST_4088,58,438178,235639,595,24,Yes
CUST_4089,56,459418,760419,396,36,No
CUST_4090,61,229680,1482132,761,60,No
CUST_4091,25,434433,468810,386,60,Yes
CUST_4092,33,564446,354893,376,60,Yes
CUST_4093,43,667616,910966,782,12,No
CUST_4094,50,648934,1350325,445,12,Yes
CUST_4095,57,760733,319284,410,12,Yes
CUST_4096,45,1247725,1423946,596,36,Yes
CUST_4097,47,1778660,812449,725,24,No
CUST_4098,34,1943067,925247,633,60,Yes
CUST_4099,56,1649915,1381211,822,48,No
CUST_4100,59,863582,249888,837,60,No
CUST_4101,36,1010506,216052,461,60,Yes
CUST_4102,42,1671617,1325173,729,60,Yes
CUST_4103,41,1023271,1106654,368,60,Yes
CUST_4104,41,1113946,665942,432,24,Yes
CUST_4105,28,792610,179101,488,48,No
CUST_4106,36,1042753,532737,578,12,Yes
CUST_4107,51,1220004,591285,729,48,No
CUST_4108,62,1882964,523026,841,60,Yes
CUST_4109,30,1771897,706228,460,48,Yes
CUST_4110,52,619204,558715,752,60,No
CUST_4111,54,1021939,469614,469,48,Yes
CUST_4112,29,299244,262650,356,36,Yes
CUST_4113,37,1740436,409500,539,48,Yes
CUST_4114,31,587932,1474431,657,12,No
CUST_4115,52,1605971,857678,500,12,No
CUST_4116,30,1378940,201633,743,48,Yes
CUST_4117,42,1658835,1133088,601,48,No
CUST_4118,37,1717553,1068064,405,24,No
CUST_4119,24,602968,275226,400,48,No
CUST_4120,45,1448641,1307043,396,12,No
CUST_4121,41,1946552,894297,328,36,Yes
CUST_4122,57,252127,991084,805,12,No
CUST_4123,58,1192281,514175,737,24,No
CUST_4124,21,1061864,939825,678,48,No
CUST_4125,45,1860226,646432,372,36,No
CUST_4126,56,1521696,747845,553,12,No
CUST_4127,37,1887040,1215939,815,36,Yes
CUST_4128,61,299122,362809,849,60,No
CUST_4129,44,532548,231675,319,12,No
CUST_4130,22,1592652,1250686,834,60,No
CUST_4131,60,821458,667830,720,36,Yes
CUST_4132,35,1588427,937743,745,48,No
CUST_4133,52,1731439,216964,435,48,No
CUST_4134,59,1466488,444969,804,48,No
CUST_4135,26,1484427,1062571,600,60,No
CUST_4136,21,1604509,723356,332,48,Yes
CUST_4137,43,820804,905243,577,24,Yes
CUST_4138,59,1780821,1012715,432,12,Yes
CUST_4139,37,707750,166737,826,12,Yes
CUST_4140,54,1356300,506036,425,36,No
CUST_4141,61,598008,312968,644,60,No
CUST_4142,49,1523957,692006,316,12,No
CUST_4143,29,1199291,378761,677,60,Yes
CUST_4144,33,1652499,1372237,359,36,Yes
CUST_4145,26,1938142,1463788,766,48,No
CUST_4146,26,1776407,517018,690,36,Yes
CUST_4147,40,899495,529818,486,24,Yes
CUST_4148,23,447541,1308061,797,48,No
CUST_4149,37,1231328,322126,660,48,Yes
CUST_4150,32,828935,469814,748,48,No
CUST_4151,65,1807895,195711,480,36,No
CUST_4152,21,374001,950050,429,24,Yes
CUST_4153,37,1576467,1108271,448,60,No
CUST_4154,23,1699643,1147158,771,36,No
CUST_4155,46,517455,1391814,799,12,No
CUST_4156,35,705329,1382907,654,12,Yes
CUST_4157,56,265867,954445,510,36,No
CUST_4158,52,288780,703009,329,60,Yes
CUST_4159,52,1305772,680971,323,12,Yes
CUST_4160,24,797993,569382,521,60,No
CUST_4161,38,1044326,1058725,700,48,No
CUST_4162,39,1074072,1010985,811,36,No
CUST_4163,63,700653,197049,387,48,No
CUST_4164,55,476735,1095323,764,12,No
CUST_4165,60,1870111,1462160,349,60,Yes
CUST_4166,34,1952829,285994,402,48,Yes
CUST_4167,53,200727,1303149,667,12,Yes
CUST_4168,34,1292398,1159057,791,24,No
CUST_4169,54,1219051,339884,567,48,No
CUST_4170,24,1614119,1018147,696,24,No
CUST_4171,44,1360689,1372601,619,24,No
CUST_4172,49,1468182,1397716,819,12,Yes
CUST_4173,39,592575,737537,748,36,No
CUST_4174,26,590732,1164702,775,60,No
CUST_4175,53,1832955,1417251,539,12,Yes
CUST_4176,60,673594,76119,557,48,Yes
CUST_4177,39,354591,692032,689,60,No
CUST_4178,21,1659185,1215470,642,36,Yes
CUST_4179,25,1454179,1257563,686,12,No
CUST_4180,47,379006,1494500,693,36,No
CUST_4181,36,1223300,481965,569,48,Yes
CUST_4182,26,1621525,1143565,448,12,Yes
CUST_4183,60,1198607,1025648,679,48,No
CUST_4184,33,1408488,1105129,327,60,No
CUST_4185,55,813655,51379,448,60,Yes
CUST_4186,39,213265,402935,719,36,No
CUST_4187,32,1647216,1466384,579,36,No
CUST_4188,36,1662417,119306,481,60,Yes
CUST_4189,63,1852486,1342401,465,24,Yes
CUST_4190,30,1933123,976592,316,60,Yes
CUST_4191,45,1546649,561030,449,12,Yes
CUST_4192,40,524036,328494,638,48,No
CUST_4193,51,875899,1198175,344,60,No
CUST_4194,24,518774,1440229,801,60,No
CUST_4195,64,1470287,592057,488,48,Yes
CUST_4196,43,686626,752609,360,48,Yes
CUST_4197,22,1126719,675872,593,12,No
CUST_4198,42,1419033,1407085,332,48,Yes
CUST_4199,57,855313,362329,598,36,Yes
CUST_4200,28,811868,1225101,714,60,No
CUST_4201,27,539606,1493412,848,48,No
CUST_4202,34,837684,610591,730,12,No
CUST_4203,23,1607757,1118165,794,48,No
CUST_4204,36,1343886,1363602,399,60,Yes
CUST_4205,39,1404656,230394,322,24,Yes
CUST_4206,38,1559648,703524,719,48,No
CUST_4207,36,938456,467740,723,36,No
CUST_4208,28,1338452,1069705,786,60,Yes
CUST_4209,53,749264,65861,388,12,Yes
CUST_4210,32,1635704,665995,508,60,Yes
CUST_4211,31,882986,1414981,570,24,Yes
CUST_4212,25,560400,708197,705,12,No
CUST_4213,47,1611257,386279,577,24,Yes
CUST_4214,32,390861,628668,505,24,No
CUST_4215,37,833619,679313,627,36,No
CUST_4216,26,1967581,270421,635,48,No
CUST_4217,53,451666,1005759,337,36,No
CUST_4218,25,1518246,1343073,527,36,Yes
CUST_4219,48,828151,1033276,782,36,No
CUST_4220,34,1157004,94397,433,12,Yes
CUST_4221,25,1447697,913517,689,48,No
CUST_4222,53,535510,900297,724,48,No
CUST_4223,61,1197821,937159,809,12,No
CUST_4224,39,652333,327132,726,36,No
CUST_4225,42,1304672,1257371,773,36,No
CUST_4226,25,1911846,608088,660,24,No
CUST_4227,22,1057617,208502,510,24,Yes
CUST_4228,50,250248,249548,478,60,Yes
CUST_4229,59,1454304,1356229,357,24,Yes
CUST_4230,24,1182716,94420,372,48,Yes
CUST_4231,53,279888,874142,514,12,Yes
CUST_4232,33,1454930,666323,372,36,No
CUST_4233,40,440346,867715,766,60,No
CUST_4234,27,818821,1295817,570,24,No
CUST_4235,35,241954,1039862,798,60,Yes
CUST_4236,43,551863,1348439,653,12,No
CUST_4237,34,864164,75968,533,12,No
CUST_4238,43,1996641,1161084,618,60,Yes
CUST_4239,39,462739,810151,318,60,Yes
CUST_4240,49,1540312,425579,671,60,No
CUST_4241,40,1813507,1183942,483,36,No
CUST_4242,49,1503369,1101674,576,48,Yes
CUST_4243,44,524809,1194000,444,24,Yes
CUST_4244,38,1138327,778993,380,24,No
CUST_4245,30,468116,1398964,621,24,Yes
CUST_4246,61,1526602,1223925,734,60,No
CUST_4247,28,1970330,625257,342,60,Yes
CUST_4248,46,664271,665032,612,60,No
CUST_4249,49,1927705,251495,592,36,No
CUST_4250,30,749308,167286,368,36,No
CUST_4251,37,1160252,1011915,355,36,No
CUST_4252,22,564765,1173604,503,36,No
CUST_4253,26,244912,968958,719,12,No
CUST_4254,25,212879,985026,849,36,No
CUST_4255,48,758086,88575,542,36,Yes
CUST_4256,61,1880655,964306,500,36,No
CUST_4257,25,1731618,655599,773,24,No
CUST_4258,38,901433,977906,826,24,No
CUST_4259,46,1586511,1046114,376,24,Yes
CUST_4260,40,687947,655069,777,48,No
CUST_4261,61,858210,626469,739,12,No
CUST_4262,47,359472,665760,562,60,No
CUST_4263,32,998385,994506,484,36,Yes
CUST_4264,27,830698,979964,354,24,No
CUST_4265,23,1898019,169783,607,12,No
CUST_4266,30,1403183,211554,815,36,No
CUST_4267,54,1979472,983951,598,48,Yes
CUST_4268,45,1716831,229300,529,60,Yes
CUST_4269,55,1501288,1148702,676,36,No
CUST_4270,36,1252631,1153690,585,60,Yes
CUST_4271,22,500314,1454460,437,36,Yes
CUST_4272,44,1242835,256422,777,48,No
CUST_4273,30,429016,763161,306,12,No
CUST_4274,58,1538971,850322,718,60,No
CUST_4275,42,860284,171284,771,60,No
CUST_4276,46,1296613,1413202,719,12,No
CUST_4277,63,292115,1293045,575,60,Yes
CUST_4278,59,1720608,1240866,389,24,No
CUST_4279,47,682870,1432311,581,12,Yes
CUST_4280,49,1318976,662529,847,48,No
CUST_4281,58,1872389,871154,470,36,No
CUST_4282,40,563308,885863,654,36,No
CUST_4283,47,1472033,1281191,503,12,No
CUST_4284,61,1997038,354144,588,24,Yes
CUST_4285,40,341774,935697,761,48,No
CUST_4286,64,1093164,1449467,472,36,Yes
CUST_4287,39,215385,211686,600,36,No
CUST_4288,40,1148729,591889,828,24,No
CUST_4289,55,1808885,1483974,439,60,Yes
CUST_4290,22,708670,776903,577,12,Yes
CUST_4291,50,317369,431148,810,24,No
CUST_4292,54,944990,983796,645,24,No
CUST_4293,42,1821975,999014,439,24,Yes
CUST_4294,23,289402,340144,413,24,No
CUST_4295,26,844062,1229015,806,60,No
CUST_4296,35,453724,1338267,665,48,No
CUST_4297,47,939945,1217853,696,24,No
CUST_4298,30,1476176,342527,410,24,No
CUST_4299,29,904397,1241433,657,12,No
CUST_4300,53,1721895,860713,537,36,Yes
CUST_4301,52,1898559,1474558,302,60,Yes
CUST_4302,26,334585,579129,703,24,No
CUST_4303,61,970543,1195780,324,48,Yes
CUST_4304,56,868695,1158731,808,48,No
CUST_4305,22,1948076,368457,764,48,No
CUST_4306,49,1352702,835428,360,12,No
CUST_4307,24,1984309,568985,807,48,No
CUST_4308,21,1850522,1247091,422,12,No
CUST_4309,39,1414488,1231570,796,60,No
CUST_4310,46,1247738,868408,354,48,Yes
CUST_4311,45,1879697,717351,462,36,No
CUST_4312,30,1367213,1202981,338,24,Yes
CUST_4313,35,1107153,576761,382,60,Yes
CUST_4314,42,817508,713468,845,36,No
CUST_4315,41,1274969,294826,412,60,Yes
CUST_4316,42,1830344,1352432,724,48,No
CUST_4317,56,1103675,813707,529,60,No
CUST_4318,54,1728127,569637,582,60,No
CUST_4319,50,1913043,475426,586,60,Yes
CUST_4320,45,721397,1082018,454,12,No
CUST_4321,65,992425,1426236,464,36,Yes
CUST_4322,48,1213845,738722,481,48,No
CUST_4323,21,1342226,1153180,538,24,Yes
CUST_4324,65,1766772,558410,638,48,No
CUST_4325,24,1104027,1103465,811,48,No
CUST_4326,27,252066,910180,565,12,Yes
CUST_4327,29,573994,868403,486,12,Yes
CUST_4328,56,1264714,708561,339,60,Yes
CUST_4329,39,318558,1335806,792,48,No
CUST_4330,21,458480,286139,690,36,No
CUST_4331,30,637743,1188458,559,12,Yes
CUST_4332,56,1519910,350102,475,12,Yes
CUST_4333,29,1326998,1366401,628,36,No
CUST_4334,65,1959634,151982,499,12,No
CUST_4335,62,1855179,96870,495,36,Yes
CUST_4336,52,1211214,263328,830,24,No
CUST_4337,52,229086,209224,361,36,Yes
CUST_4338,26,325604,238691,626,24,No
CUST_4339,58,1367900,632523,580,60,Yes
CUST_4340,37,676785,1041244,526,60,Yes
CUST_4341,30,940970,360495,357,12,No
CUST_4342,47,1639641,870173,776,36,No
CUST_4343,55,203435,463870,675,12,Yes
CUST_4344,41,1408590,1290962,542,36,Yes
CUST_4345,45,914995,1362128,666,12,No
CUST_4346,48,1670851,571817,799,60,No
CUST_4347,35,912917,157042,551,60,Yes
CUST_4348,24,575601,818013,621,12,No
CUST_4349,49,1038821,706578,675,36,No
CUST_4350,29,1039446,1280220,708,48,No
CUST_4351,47,1674618,1026302,787,36,No
CUST_4352,46,492441,434333,642,12,No
CUST_4353,39,768178,683556,539,36,No
CUST_4354,48,483466,1168210,438,24,Yes
CUST_4355,37,760027,1478146,421,36,Yes
CUST_4356,63,1651511,188691,719,60,No
CUST_4357,61,803841,1116802,603,60,No
CUST_4358,62,208314,1123898,414,24,Yes
CUST_4359,40,818119,984382,642,36,No
CUST_4360,65,1618378,741572,550,48,Yes
CUST_4361,60,1022545,144835,306,36,Yes
CUST_4362,59,841462,1353603,478,60,Yes
CUST_4363,43,346429,123079,444,60,Yes
CUST_4364,52,429937,1122522,715,12,No
CUST_4365,53,744653,947165,420,60,Yes
CUST_4366,25,501173,1105829,423,12,Yes
CUST_4367,63,1512457,129311,449,60,Yes
CUST_4368,54,593186,869245,696,60,Yes
CUST_4369,60,1978568,1031835,680,48,No
CUST_4370,31,1858338,995136,300,12,Yes
CUST_4371,23,540362,1409085,543,12,Yes
CUST_4372,53,979966,1004940,697,60,Yes
CUST_4373,31,1407147,1248061,550,12,Yes
CUST_4374,36,965387,276833,598,60,Yes
CUST_4375,38,441474,612773,596,60,Yes
CUST_4376,50,328692,1297880,799,36,No
CUST_4377,30,962790,947936,414,12,Yes
CUST_4378,38,1950093,1412617,300,24,No
CUST_4379,58,1639131,1103580,781,12,No
CUST_4380,39,1420682,1406644,809,12,No
CUST_4381,56,1248870,1087140,634,48,No
CUST_4382,33,1215576,87170,764,24,No
CUST_4383,23,1011028,1216691,440,24,No
CUST_4384,30,298185,940648,436,48,No
CUST_4385,58,997866,902362,466,48,Yes
CUST_4386,21,258382,228475,642,12,No
CUST_4387,47,1548818,348509,709,36,No
CUST_4388,28,728943,1422908,364,48,No
CUST_4389,62,807317,410777,366,24,No
CUST_4390,37,1556948,994177,732,24,No
CUST_4391,29,203771,1162047,349,12,Yes
CUST_4392,26,1584819,460372,613,36,No
